tweet_id;author_username;tweet_text;author_location;created_at;found_at
2074272494593191941;Bilbomisanthrop;@Rusia_HD Ja, natürlich.;;2026-07-06T23:21:15.000Z;2026-07-09T14:01:39.080508+00:00
2074272506781782459;Musty0433;@Rusia_HD Yes;trenche;2026-07-06T23:21:18.000Z;2026-07-09T14:01:39.080508+00:00
2074272668623257971;KaspaDanijel;@Rusia_HD Sure love to go,politics and the people of any country are 2 completely different things.;;2026-07-06T23:21:56.000Z;2026-07-09T14:01:39.080508+00:00
2074272709547102358;Nebado92;@Rusia_HD Yes;France;2026-07-06T23:22:06.000Z;2026-07-09T14:01:39.080508+00:00
2074272712936095752;JohnKem28013340;"@Rusia_HD YES! …. but I’m committed to making America great for every race, every religion (that allows me mine) and everyone who loves true freedom!
🙏🏻🙏🏿";Greatest Country In The World;2026-07-06T23:22:07.000Z;2026-07-09T14:01:39.080508+00:00
2074272716421533904;GurejeL;@Rusia_HD Yes;Abuja;2026-07-06T23:22:08.000Z;2026-07-09T14:01:39.080508+00:00
2074272888140509295;JessicaFriggnP;@Rusia_HD Yes 🙌🏻;Your moms house;2026-07-06T23:22:49.000Z;2026-07-09T14:01:39.080508+00:00
2074272942481916352;oeaux_neaux;@Rusia_HD Yes;Lone Star State;2026-07-06T23:23:02.000Z;2026-07-09T14:01:39.080508+00:00
2074272997142081800;Ignatiu27128778;@Rusia_HD Yes;;2026-07-06T23:23:15.000Z;2026-07-09T14:01:39.080508+00:00
2074273039412261055;USNHMZ;@Rusia_HD Yes. Im Western Slavic %30+ Ancestry Genetically after Irish its me.;Saint Johns, Florida;2026-07-06T23:23:25.000Z;2026-07-09T14:01:39.080508+00:00
2074273048983646387;AlSabai_7;@Rusia_HD Yes, I would. Russia has a rich history, beautiful places, and an interesting culture. It would be a great opportunity to visit and explore it. 😊;;2026-07-06T23:23:27.000Z;2026-07-09T14:01:39.080508+00:00
2074273243465134522;Tomcat_23;@Rusia_HD Ja;;2026-07-06T23:24:14.000Z;2026-07-09T14:01:39.080508+00:00
2074273330819932580;Kade7X_;@Rusia_HD Yes;;2026-07-06T23:24:34.000Z;2026-07-09T14:01:39.080508+00:00
2074273428744327192;saidsebih473;@Rusia_HD Oui;;2026-07-06T23:24:58.000Z;2026-07-09T14:01:39.080508+00:00
2074273450949280169;MANUELL37745201;@Rusia_HD Si;;2026-07-06T23:25:03.000Z;2026-07-09T14:01:39.080508+00:00
2074273501628731511;CelticSede88;@Rusia_HD Oh yeah;Canada;2026-07-06T23:25:15.000Z;2026-07-09T14:01:39.080508+00:00
2074273516375957667;tipoy971;@Rusia_HD Oui;;2026-07-06T23:25:19.000Z;2026-07-09T14:01:39.080508+00:00
2074273604666094079;Bwealth17;@Rusia_HD Sure I would gladly do;Center of Earth;2026-07-06T23:25:40.000Z;2026-07-09T14:01:39.080508+00:00
2074273650711089417;lawrenceb2000;@Rusia_HD Yes;;2026-07-06T23:25:51.000Z;2026-07-09T14:01:39.080508+00:00
2074273733213143224;LF_Hiker;@Rusia_HD Yes, why not ?;Rio de Janeiro, Brasil;2026-07-06T23:26:10.000Z;2026-07-09T14:01:39.080508+00:00
2074273738053328955;LeeSpinner1;@Rusia_HD I would;Athens, PA;2026-07-06T23:26:11.000Z;2026-07-09T14:01:39.080508+00:00
2074273759100563492;LucienTiti;@Rusia_HD Oui;;2026-07-06T23:26:16.000Z;2026-07-09T14:01:39.080508+00:00
2074273767061078428;billmanjr2011;@Rusia_HD Yes of course;;2026-07-06T23:26:18.000Z;2026-07-09T14:01:39.080508+00:00
2074273804893692329;chrisuar2000;@Rusia_HD Si;;2026-07-06T23:26:27.000Z;2026-07-09T14:01:39.080508+00:00
2074273857909731683;tanjuska0146890;@Rusia_HD Yes;;2026-07-06T23:26:40.000Z;2026-07-09T14:01:39.080508+00:00
2074274007902310487;xAFDx;@Rusia_HD Yes.. I have been to Russia 🇷🇺 many times and I love it.. Great country and wonderful people.. God bless Putin 🙌;;2026-07-06T23:27:16.000Z;2026-07-09T14:01:39.080508+00:00
2074274076189663595;ForbusRobert;@Rusia_HD I would go - many years ago I spent several months there.;37073;2026-07-06T23:27:32.000Z;2026-07-09T14:01:39.080508+00:00
2074274103671058921;010714fz;@Rusia_HD Yes;Mars;2026-07-06T23:27:39.000Z;2026-07-09T14:01:39.080508+00:00
2074274214492737649;CharllesAndr;@Rusia_HD Sim;Brasil;2026-07-06T23:28:05.000Z;2026-07-09T14:01:39.080508+00:00
2074274217269309807;ChrisPavey76;@Rusia_HD YES!! 👍🏼;Cheshire;2026-07-06T23:28:06.000Z;2026-07-09T14:01:39.080508+00:00
2074274229877452949;gerardofd84;@Rusia_HD Si;;2026-07-06T23:28:09.000Z;2026-07-09T14:01:39.080508+00:00
2074274275431940361;ScrapYard_0;@Rusia_HD Yes, I woukd love to Vist Russia;;2026-07-06T23:28:20.000Z;2026-07-09T14:01:39.080508+00:00
2074274295321108754;NiketasICXC;@Rusia_HD Yes would love to see the geography and visit Valaam;;2026-07-06T23:28:24.000Z;2026-07-09T14:01:39.080508+00:00
2074274334793752792;TachieBiko;@Rusia_HD Yes;;2026-07-06T23:28:34.000Z;2026-07-09T14:01:39.080508+00:00
2074274362866155763;ECBaron;@Rusia_HD SI;México;2026-07-06T23:28:40.000Z;2026-07-09T14:01:39.080508+00:00
2074274383770628516;GamarraAmalia;@Rusia_HD Si,manden por favor 🙂;;2026-07-06T23:28:45.000Z;2026-07-09T14:01:39.080508+00:00
2074274398723342445;006_festero;@Rusia_HD Yes;Valencia, España;2026-07-06T23:28:49.000Z;2026-07-09T14:01:39.080508+00:00
2074274455715537176;andres_can97472;@Rusia_HD Si;;2026-07-06T23:29:03.000Z;2026-07-09T14:01:39.080508+00:00
2074274497562018079;American4ev;@Rusia_HD I would;;2026-07-06T23:29:13.000Z;2026-07-09T14:01:39.080508+00:00
2074274499977994537;RemigioAlmaraz;@Rusia_HD Si super siiii;;2026-07-06T23:29:13.000Z;2026-07-09T14:01:39.080508+00:00
2074274659240128958;TheJarraPirate;@Rusia_HD Yes, I love Russia;;2026-07-06T23:29:51.000Z;2026-07-09T14:01:39.080508+00:00
2074274676176527805;Alikonto;"@Rusia_HD Yes &amp; yes";;2026-07-06T23:29:55.000Z;2026-07-09T14:01:39.080508+00:00
2074274732002742591;WernerBrya82193;@Rusia_HD Yes;;2026-07-06T23:30:08.000Z;2026-07-09T14:01:39.080508+00:00
2074274785379402161;Roycontrol;@Rusia_HD Yes!;Santo Domingo Este;2026-07-06T23:30:21.000Z;2026-07-09T14:01:39.080508+00:00
2074274795529576708;bradenwykle22;@Rusia_HD yes;WV - Charlottesville, Va;2026-07-06T23:30:24.000Z;2026-07-09T14:01:39.080508+00:00
2074274852626739428;dnneb0;@Rusia_HD YES;;2026-07-06T23:30:37.000Z;2026-07-09T14:01:39.080508+00:00
2074274866161655995;pedro1902tff;@Rusia_HD Sim;RIO DE JANEIRO;2026-07-06T23:30:40.000Z;2026-07-09T14:01:39.080508+00:00
2074275017102094572;jeffer1245x;@Rusia_HD Yes, one of the few Western countries that is not a degenerate cesspool created by people who hate Western Christian Civilization. Your leaders actually care about the lives of their countrymen which is very rare these days.;;2026-07-06T23:31:16.000Z;2026-07-09T14:01:39.080508+00:00
2074275123855491393;Judozado;@Rusia_HD Obvio si. Siempre si.;Spain;2026-07-06T23:31:42.000Z;2026-07-09T14:01:39.080508+00:00
2074275258597789734;KingxJoyxBoy;@Rusia_HD yes;Crypto Cinematic Universe(CCU);2026-07-06T23:32:14.000Z;2026-07-09T14:01:39.080508+00:00
2074275346547921022;PrimadoBratac;@Rusia_HD Si, porque no?... Si claro. https://t.co/t20bR6cPHL;;2026-07-06T23:32:35.000Z;2026-07-09T14:01:39.080508+00:00
2074275433449750994;KouakouDJA35974;@Rusia_HD Oui;;2026-07-06T23:32:56.000Z;2026-07-09T14:01:39.080508+00:00
2074275503859519885;HaroldZaya11879;@Rusia_HD Si;;2026-07-06T23:33:12.000Z;2026-07-09T14:01:39.080508+00:00
2074275526093475971;YasinulAnsari;@Rusia_HD Yes;Anchorage, AK;2026-07-06T23:33:18.000Z;2026-07-09T14:01:39.080508+00:00
2074275566451102027;AliUhmar55407;@Rusia_HD Yes I want go to Chechnya, Dagestan;Newark, NJ;2026-07-06T23:33:27.000Z;2026-07-09T14:01:39.080508+00:00
2074275583370916334;JJ_Angleton;@Rusia_HD Sure;;2026-07-06T23:33:31.000Z;2026-07-09T14:01:39.080508+00:00
2074275606892773419;Alejand09307027;@Rusia_HD Si con gusto;CDMX;2026-07-06T23:33:37.000Z;2026-07-09T14:01:39.080508+00:00
2074275607098138656;Vanderleifpi;@Rusia_HD Sim;Teresina, Brasil;2026-07-06T23:33:37.000Z;2026-07-09T14:01:39.080508+00:00
2074275622046630181;Bred3274;@Rusia_HD Yes;Houston, TX;2026-07-06T23:33:41.000Z;2026-07-09T14:01:39.080508+00:00
2074275772609503586;Gimmi52296693;@Rusia_HD @g_bonincontro Yes, immediately!;Lombardia.;2026-07-06T23:34:17.000Z;2026-07-09T14:01:39.080508+00:00
2074275802393239602;mr_Nobody_fool;@Rusia_HD Yes very fast a country on my bucket list;;2026-07-06T23:34:24.000Z;2026-07-09T14:01:39.080508+00:00
2074275835666653446;Heis_Theodore;@Rusia_HD Yes!!;Accra, Ghana;2026-07-06T23:34:32.000Z;2026-07-09T14:01:39.080508+00:00
2074275919707943226;Xfreedomm;@Rusia_HD Yes;;2026-07-06T23:34:52.000Z;2026-07-09T14:01:39.080508+00:00
2074275947113787559;dinosaurnomore;@Rusia_HD Yes;;2026-07-06T23:34:58.000Z;2026-07-09T14:01:39.080508+00:00
2074276104299225510;Rofrano47;@Rusia_HD Yes;;2026-07-06T23:35:36.000Z;2026-07-09T14:01:39.080508+00:00
2074276144866615485;jcexdex;@Rusia_HD Yes!!!;Metaverse / Multiverse;2026-07-06T23:35:45.000Z;2026-07-09T14:01:39.080508+00:00
2074276268548248048;patriciorod622;@Rusia_HD Si;;2026-07-06T23:36:15.000Z;2026-07-09T14:01:39.080508+00:00
2074276484584181832;migenteescolima;@Rusia_HD Yes;Colima Colima México;2026-07-06T23:37:06.000Z;2026-07-09T14:01:39.080508+00:00
2074276511092211954;MarxistBWC;@Rusia_HD I would love to colonise that Russian pussy;Germania;2026-07-06T23:37:13.000Z;2026-07-09T14:01:39.080508+00:00
2074276550745210986;nzehify;@Rusia_HD Yes! I love Russia.;;2026-07-06T23:37:22.000Z;2026-07-09T14:01:39.080508+00:00
2074276602989473821;Kell2502;@Rusia_HD Yes;;2026-07-06T23:37:35.000Z;2026-07-09T14:01:39.080508+00:00
2074276709273387152;IntrepidNewsUS;@Rusia_HD I doubt it, because i'm not convinced Americans are safe from the Russian government when traveling through Russia, but if i was convinced I was safe from the government I would love to travel through russia and get to know the people there.;Reno, NV;2026-07-06T23:38:00.000Z;2026-07-09T14:01:39.080508+00:00
2074276763480314094;ciriacoduart;@Rusia_HD Yes;Paraguay;2026-07-06T23:38:13.000Z;2026-07-09T14:01:39.080508+00:00
2074276798305653125;Eduardo_Duran73;@Rusia_HD Si;;2026-07-06T23:38:21.000Z;2026-07-09T14:01:39.080508+00:00
2074276825488876026;JBuzito;@Rusia_HD Si;;2026-07-06T23:38:28.000Z;2026-07-09T14:01:39.080508+00:00
2074276921811083677;BotBizAI;@Rusia_HD I’d go for sure;;2026-07-06T23:38:51.000Z;2026-07-09T14:01:39.080508+00:00
2074276956732878884;Direita_liberal;@Rusia_HD Sim;Sao paulo;2026-07-06T23:38:59.000Z;2026-07-09T13:59:57.902383+00:00
2074276964056101139;electrozeus71;@Rusia_HD Si;Los Cabos BCS;2026-07-06T23:39:01.000Z;2026-07-09T13:59:57.902383+00:00
2074276980694884853;Hardenbol_J;@Rusia_HD Yeah sure. Would be nice;;2026-07-06T23:39:05.000Z;2026-07-09T13:59:57.902383+00:00
2074277142926365109;gus_rabanovich;@Rusia_HD Si;México;2026-07-06T23:39:43.000Z;2026-07-09T13:59:57.902383+00:00
2074277171179254054;CTossutti36620;@Rusia_HD Si;;2026-07-06T23:39:50.000Z;2026-07-09T13:59:57.902383+00:00
2074277188262670706;vladimirsantan5;@Rusia_HD Si;;2026-07-06T23:39:54.000Z;2026-07-09T13:59:57.902383+00:00
2074277211381629054;nicoVEGfornacca;@Rusia_HD @LibertaNicola Si;;2026-07-06T23:40:00.000Z;2026-07-09T13:59:57.902383+00:00
2074277543331369071;MidnightOil;@Rusia_HD YES agreed to visit Russia;Illinois;2026-07-06T23:41:19.000Z;2026-07-09T13:59:57.902383+00:00
2074277763146760545;SteveSmith56721;"@Rusia_HD Yes
Want to go hunting in Kamchatka";USA;2026-07-06T23:42:11.000Z;2026-07-09T13:59:57.902383+00:00
2074277807941681291;jfshoal;@Rusia_HD Yes;kansas city;2026-07-06T23:42:22.000Z;2026-07-09T13:59:57.902383+00:00
2074277838010700284;SocialImpurity;@Rusia_HD If I were a bomb, probably yes.;Delocalized.;2026-07-06T23:42:29.000Z;2026-07-09T13:59:57.902383+00:00
2074277894407532702;Richard06166230;@Rusia_HD Yes,but it has to be during the Summer.;;2026-07-06T23:42:42.000Z;2026-07-09T13:59:57.902383+00:00
2074277933175210136;AlexLop30195934;@Rusia_HD Si;;2026-07-06T23:42:52.000Z;2026-07-09T13:59:57.902383+00:00
2074278023046849023;M2020Beauregard;@Rusia_HD oui;Quebec;2026-07-06T23:43:13.000Z;2026-07-09T13:59:57.902383+00:00
2074278117410001030;RImpaglione;@Rusia_HD Si con mucho placer ! Un país muy interesante de conocer . Hubiera sido lindo estar cuando se jugó el mundial de fútbol con tanta gente en las calles hasta la noche o madrugada .;PY;2026-07-06T23:43:36.000Z;2026-07-09T13:59:57.902383+00:00
2074278234213040342;14homicidios;@Rusia_HD ¡Obvio que si!;Viña del Mar, Chile;2026-07-06T23:44:03.000Z;2026-07-09T13:59:57.902383+00:00
2074278243323289630;Nonniey05;@Rusia_HD A free invitation? I think most have that already. Now a free all expenses paid trip is what I'd say yes too (But that would be true of most places (most).;;2026-07-06T23:44:06.000Z;2026-07-09T13:59:57.902383+00:00
2074278247479607473;negronski1;@Rusia_HD Yes;;2026-07-06T23:44:07.000Z;2026-07-09T13:59:57.902383+00:00
2074278259806572858;Langbein50;@Rusia_HD Yes;;2026-07-06T23:44:10.000Z;2026-07-09T13:59:57.902383+00:00
2074278290517352619;willsct01;@Rusia_HD Yes;Houston, TX;2026-07-06T23:44:17.000Z;2026-07-09T13:59:57.902383+00:00
2074278304572670162;YYCFreedom2;@Rusia_HD Yes;Calgary, Alberta, Canada;2026-07-06T23:44:20.000Z;2026-07-09T13:59:57.902383+00:00
2074278334742057328;netanyajeww;@Rusia_HD Yes me and your president are hand in hand;;2026-07-06T23:44:27.000Z;2026-07-09T13:59:57.902383+00:00
2074278474420805856;ElJuanSparrowTV;@Rusia_HD Of course I would accept it.;;2026-07-06T23:45:01.000Z;2026-07-09T13:59:57.902383+00:00
2074278566884262089;Aleksander87629;@Rusia_HD Sim;;2026-07-06T23:45:23.000Z;2026-07-09T13:59:57.902383+00:00
2074278667216461831;SeanLiu7777777;@Rusia_HD Yes;;2026-07-06T23:45:47.000Z;2026-07-09T13:59:57.902383+00:00
2074278675277598797;JuanMiguelBola4;@Rusia_HD Si;El Salvador;2026-07-06T23:45:49.000Z;2026-07-09T13:59:57.902383+00:00
2074278682974097902;josebustillos;"@Rusia_HD Yes of course,
да, конечно,
Sí por supuesto.";Perú;2026-07-06T23:45:50.000Z;2026-07-09T13:59:57.902383+00:00
2074278733586829793;Alpha_Rocking;@Rusia_HD Ja, gerne. ☺️;Deutschland;2026-07-06T23:46:02.000Z;2026-07-09T13:59:57.902383+00:00
2074278918211752174;powerplaybok;@Rusia_HD Yes;ON EARTH 🌍;2026-07-06T23:46:46.000Z;2026-07-09T13:59:57.902383+00:00
2074278930563915882;jc_correia;@Rusia_HD Claro que sim;;2026-07-06T23:46:49.000Z;2026-07-09T13:59:57.902383+00:00
2074278964517122300;Mila_zeem;@Rusia_HD Yes yes yes;Earth 🌎;2026-07-06T23:46:58.000Z;2026-07-09T13:59:57.902383+00:00
2074278977162657866;Levlop;@Rusia_HD Si;;2026-07-06T23:47:01.000Z;2026-07-09T13:59:57.902383+00:00
2074279055554441669;8KQobeXHlEZw5pA;@Rusia_HD YES;;2026-07-06T23:47:19.000Z;2026-07-09T13:59:57.902383+00:00
2074279203109757071;deghost1111;@Rusia_HD Hell yes;I am everywhere🌎;2026-07-06T23:47:54.000Z;2026-07-09T13:59:57.902383+00:00
2074279242259735001;J_a2y0;@Rusia_HD Yes 🇮🇩❤🇷🇺;;2026-07-06T23:48:04.000Z;2026-07-09T13:59:57.902383+00:00
2074279252686483685;Mohamma77653394;@Rusia_HD Yes;تهران;2026-07-06T23:48:06.000Z;2026-07-09T13:59:57.902383+00:00
2074279303794057651;stewmadness;@Rusia_HD For sure.;;2026-07-06T23:48:18.000Z;2026-07-09T13:59:57.902383+00:00
2074279340901015926;equagoo_ko43230;@Rusia_HD Yes yes yes;;2026-07-06T23:48:27.000Z;2026-07-09T13:59:57.902383+00:00
2074279349042426193;DaphneOBrirht8;@Rusia_HD YES!;;2026-07-06T23:48:29.000Z;2026-07-09T13:59:57.902383+00:00
2074279577762038124;kangas43redsox;@Rusia_HD Yes;Melbourne, Australia;2026-07-06T23:49:24.000Z;2026-07-09T13:59:57.902383+00:00
2074279615577682142;Beetle1954;@Rusia_HD Yes;El Universo;2026-07-06T23:49:33.000Z;2026-07-09T13:59:57.902383+00:00
2074279622565671152;bibtya8;@Rusia_HD Yes;;2026-07-06T23:49:34.000Z;2026-07-09T13:59:57.902383+00:00
2074279638910840923;elsonsimbine;@Rusia_HD Yes;Mars;2026-07-06T23:49:38.000Z;2026-07-09T13:59:57.902383+00:00
2074279751930290317;katarucreator;@Rusia_HD Yes;;2026-07-06T23:50:05.000Z;2026-07-09T13:59:57.902383+00:00
2074279855395688876;zaaliZeeshan;@Rusia_HD Yes;لاہور, پاکستان;2026-07-06T23:50:30.000Z;2026-07-09T13:59:57.902383+00:00
2074279907190784473;regis57864777;@Rusia_HD Yes;;2026-07-06T23:50:42.000Z;2026-07-09T13:59:57.902383+00:00
2074280011297951788;CraigG92375;@Rusia_HD Yes;;2026-07-06T23:51:07.000Z;2026-07-09T13:59:57.902383+00:00
2074280030209765833;Yuri39923210;@Rusia_HD Si;Chile;2026-07-06T23:51:12.000Z;2026-07-09T13:59:57.902383+00:00
2074280054603886623;AgustnG50589155;@Rusia_HD Claro, porque no.;Santo Domingo Este, Dominican;2026-07-06T23:51:17.000Z;2026-07-09T13:59:57.902383+00:00
2074280140352155677;archie64941;@Rusia_HD Sim;;2026-07-06T23:51:38.000Z;2026-07-09T13:59:57.902383+00:00
2074280249731457087;AbdulQayyukq;@Rusia_HD Yes;;2026-07-06T23:52:04.000Z;2026-07-09T13:59:57.902383+00:00
2074280334259098078;barade_kabiru;@Rusia_HD Yes;🌎earth;2026-07-06T23:52:24.000Z;2026-07-09T13:59:57.902383+00:00
2074280376575439191;sergiougazio;@Rusia_HD Si;;2026-07-06T23:52:34.000Z;2026-07-09T13:59:57.902383+00:00
2074280504023560337;reyeskunabyala;@Rusia_HD Yes;;2026-07-06T23:53:05.000Z;2026-07-09T13:59:57.902383+00:00
2074280523044888957;mwaringe82;@Rusia_HD Yes;;2026-07-06T23:53:09.000Z;2026-07-09T13:59:57.902383+00:00
2074280565000610095;slick1mike;@Rusia_HD Yes 👍 in a heart beat!;Canada;2026-07-06T23:53:19.000Z;2026-07-09T13:59:57.902383+00:00
2074280613100605450;rawpwr99fatboy;@Rusia_HD Yes;;2026-07-06T23:53:31.000Z;2026-07-09T13:59:57.902383+00:00
2074280668817772736;PipoTatengue;@Rusia_HD Si;San marino;2026-07-06T23:53:44.000Z;2026-07-09T13:59:57.902383+00:00
2074280682486923694;GlobalPolNews;@Rusia_HD Yes, of course;;2026-07-06T23:53:47.000Z;2026-07-09T13:59:57.902383+00:00
2074280720525037945;Cottam1122;@Rusia_HD I would love to!;;2026-07-06T23:53:56.000Z;2026-07-09T13:59:57.902383+00:00
2074280750090743844;caturrovalemana;@Rusia_HD Yes;;2026-07-06T23:54:03.000Z;2026-07-09T13:59:57.902383+00:00
2074280782185504918;Jorge_Viajante;@Rusia_HD Yes;Jacareí - SP;2026-07-06T23:54:11.000Z;2026-07-09T13:59:57.902383+00:00
2074280817048596803;samuel_gou29633;@Rusia_HD oui;Ivory Coast;2026-07-06T23:54:19.000Z;2026-07-09T13:59:57.902383+00:00
2074280858547007664;jandala85;"@Rusia_HD Who rejects such a great honor?
Big and capital YES.";;2026-07-06T23:54:29.000Z;2026-07-09T13:59:57.902383+00:00
2074280873222918331;Rodrigo69453621;@Rusia_HD Sim;RJ;2026-07-06T23:54:33.000Z;2026-07-09T13:59:57.902383+00:00
2074280982597996828;OBrinley;@Rusia_HD Yes;;2026-07-06T23:54:59.000Z;2026-07-09T13:59:57.902383+00:00
2074280996346671137;MonaUami;@Rusia_HD Yes;;2026-07-06T23:55:02.000Z;2026-07-09T13:59:57.902383+00:00
2074280996909019522;MonaUami;@Rusia_HD Yes;;2026-07-06T23:55:02.000Z;2026-07-09T13:59:57.902383+00:00
2074280999496925389;kaneda909;@Rusia_HD Yes 👍🏻;;2026-07-06T23:55:03.000Z;2026-07-09T13:59:57.902383+00:00
2074281026084319454;Dlamini149;@Rusia_HD Yes;;2026-07-06T23:55:09.000Z;2026-07-09T13:59:57.902383+00:00
2074281030132044104;mexicomemadre;@Rusia_HD For sure;California, USA;2026-07-06T23:55:10.000Z;2026-07-09T13:59:57.902383+00:00
2074281096561177009;TRiganzyana;@Rusia_HD Yes;ᴋᴀᴍᴘᴀʟᴀ, ᴜɢᴀɴᴅᴀ;2026-07-06T23:55:26.000Z;2026-07-09T13:59:57.902383+00:00
2074281096963825752;rvanrosberg;@Rusia_HD Yes, why not?;Willemstad,Curaçao;2026-07-06T23:55:26.000Z;2026-07-09T13:59:57.902383+00:00
2074281129289371820;DwaynePothier;@Rusia_HD Yes;;2026-07-06T23:55:34.000Z;2026-07-09T13:59:57.902383+00:00
2074281168988483736;Sally4644;@Rusia_HD Yes I would love to;;2026-07-06T23:55:43.000Z;2026-07-09T13:59:57.902383+00:00
2074281206359670790;V3pO7;@Rusia_HD Heck yeah. I'm always preaching that Russia and  America need to be allies not enemies. We are all Christian for the most part and need not fight amongst ourselves. There are plenty of other radical groups that want to harm Christians. We must stick together. I love you all.;;2026-07-06T23:55:52.000Z;2026-07-09T13:59:57.902383+00:00
2074281320482545722;eliasandriko;@Rusia_HD ○ Yes;USA;2026-07-06T23:56:19.000Z;2026-07-09T13:59:57.902383+00:00
2074281390342906342;Philipp32491155;@Rusia_HD Oui;Kuala Lumpur Federal Territory;2026-07-06T23:56:36.000Z;2026-07-09T13:59:57.902383+00:00
2074281423532425461;VrijeGeest;@Rusia_HD Yes, also without free invitation;Amsterdam, The Netherlands;2026-07-06T23:56:44.000Z;2026-07-09T13:59:57.902383+00:00
2074281442658439326;GilbertLyn35431;@Rusia_HD I would LOVE to visit!!! I’ve had a crush on Putin for years;;2026-07-06T23:56:48.000Z;2026-07-09T13:59:57.902383+00:00
2074281458588344567;MarioRAMiranda;@Rusia_HD Yes I would accept;;2026-07-06T23:56:52.000Z;2026-07-09T13:59:57.902383+00:00
2074281519418380385;Miganca2;@Rusia_HD obvio que si... Invitaciones así, no se rechazan nunca...;;2026-07-06T23:57:07.000Z;2026-07-09T13:59:57.902383+00:00
2074281620517917073;Patriciafe75781;@Rusia_HD Sim;;2026-07-06T23:57:31.000Z;2026-07-09T13:59:57.902383+00:00
2074281622959173639;inoueprovigor;@Rusia_HD Yes!!;;2026-07-06T23:57:31.000Z;2026-07-09T13:59:57.902383+00:00
2074281726415618086;dale_kielly;@Rusia_HD Hell yeah;;2026-07-06T23:57:56.000Z;2026-07-09T13:59:57.902383+00:00
2074281816245129617;myocarditis101;@Rusia_HD Hell yes! Then I’d apply for citizenship;North Idaho and New Orleans;2026-07-06T23:58:17.000Z;2026-07-09T13:59:57.902383+00:00
2074281850273399066;hideandgoseekx;@Rusia_HD Yes, absolutely;;2026-07-06T23:58:26.000Z;2026-07-09T13:59:57.902383+00:00
2074281944196505664;nasir483780;@Rusia_HD Yes of course. To even Russia any European countries I'll accept 💯;;2026-07-06T23:58:48.000Z;2026-07-09T13:59:57.902383+00:00
2074282040208367944;ANDRESN28514925;@Rusia_HD Si;cauca;2026-07-06T23:59:11.000Z;2026-07-09T13:59:57.902383+00:00
2074282085666132448;Adam87003260;@Rusia_HD Yes please!! 👍😍😍❤️❤️❤️;Dublin City, Ireland;2026-07-06T23:59:22.000Z;2026-07-09T13:59:57.902383+00:00
2074282143035879442;_El_Vazquez_;@Rusia_HD Si;Celaya, Guanajuato;2026-07-06T23:59:35.000Z;2026-07-09T13:59:57.902383+00:00
2074282147322475003;x_andreluiz;@Rusia_HD E eu que fiquei clicando no Sim 😂;;2026-07-06T23:59:36.000Z;2026-07-09T13:59:57.902383+00:00
